trip_id,arrival_time,stop_id,stop_name,service_id,trip_headsign
1953,72255,U953Z102,Skalka,1,Nemocnice Motol
1953,72500,U713Z102,Strašnická,1,Nemocnice Motol
1953,72700,U921Z102,Želivského,1,Nemocnice Motol
1953,72845,U118Z102,Flora,1,Nemocnice Motol
1953,73015,U209Z102,Jiřího z Poděbrad,1,Nemocnice Motol
1953,73145,U476Z102,Náměstí Míru,1,Nemocnice Motol
1953,73315,U400Z102,Muzeum - A,1,Nemocnice Motol
1953,73445,U1072Z102,Můstek - A,1,Nemocnice Motol
1953,73620,U703Z102,Staroměstská,1,Nemocnice Motol
1953,73745,U360Z102,Malostranská,1,Nemocnice Motol
1953,73920,U163Z102,Hradčanská,1,Nemocnice Motol
1953,74110,U321Z102,Dejvická,1,Nemocnice Motol
1953,74405,U157Z102,Bořislavka,1,Nemocnice Motol
1953,74550,U462Z102,Nádraží Veleslavín,1,Nemocnice Motol
1953,74745,U507Z102,Petřiny,1,Nemocnice Motol
1953,75010,U306Z102,Nemocnice Motol,1,Nemocnice Motol
1954,75430,U306Z101,Nemocnice Motol,1,Depo Hostivař
1954,75620,U507Z101,Petřiny,1,Depo Hostivař
1954,75820,U462Z101,Nádraží Veleslavín,1,Depo Hostivař
1954,80005,U157Z101,Bořislavka,1,Depo Hostivař
1954,80240,U321Z101,Dejvická,1,Depo Hostivař
1954,80420,U163Z101,Hradčanská,1,Depo Hostivař
1954,80600,U360Z101,Malostranská,1,Depo Hostivař
1954,80725,U703Z101,Staroměstská,1,Depo Hostivař
1954,80855,U1072Z101,Můstek - A,1,Depo Hostivař
